family_key,family_label,scenario_key,scenario_label,agent,alpha_quality_score,risk_discipline_score,execution_robustness_score,alpha_pre_risk_total_return,total_return,max_drawdown,execution_fill_rate,risk_clipped_decisions,risk_violation_count
classical_synthetic,Classical synthetic,liquidity_collapse,Liquidity collapse,Minimum variance,0.8636658021807735,0.625,0.7572347204416963,0.06480384858828026,0.09068441018345963,-0.0028832641733815834,0.875,0,2
classical_synthetic,Classical synthetic,spread_explosion,Spread explosion,Naive momentum,0.7734090901861643,0.0625,0.646383596046073,0.028922558601258253,-0.026783034992706956,-0.03805515654184377,0.8333333333333334,0,5
classical_synthetic,Classical synthetic,spread_explosion,Spread explosion,Mean reversion,0.7255990614326473,0.0,0.8843109068296373,0.007673656933028461,-0.010430389582009258,-0.010430389582009258,1.0,0,13
classical_synthetic,Classical synthetic,spread_explosion,Spread explosion,Risk parity,0.7703844626822977,1.0,0.6513075155292943,0.03604388817625925,0.0017299863017847805,-0.03418154508573645,0.8125,0,0
classical_synthetic,Classical synthetic,spread_explosion,Spread explosion,Minimum variance,0.7824642271531677,0.8125,0.6212078346158638,0.04141267238553481,0.004633100244857857,-0.03821073838806466,0.8125,0,1
classical_synthetic,Classical synthetic,latency_spike,Latency spike,Naive momentum,0.7636354740776078,0.0,0.4907510124053429,0.039393544034492356,0.0010006922786887085,-0.01326271723652983,0.3,0,7
classical_synthetic,Classical synthetic,latency_spike,Latency spike,Mean reversion,0.6483216526658477,0.0,0.600326652414389,0.008082553949504412,0.004174313459932133,-0.001083528133489331,0.3333333333333333,0,11
classical_synthetic,Classical synthetic,latency_spike,Latency spike,Risk parity,0.8776559133949765,1.0,0.42693039867392746,0.07102167579459273,0.027597063054444204,-0.011011830267204314,0.1875,0,0
classical_synthetic,Classical synthetic,latency_spike,Latency spike,Minimum variance,0.8633610656151088,1.0,0.42693039867392746,0.06466841011465152,0.027597063054444204,-0.011011830267204314,0.1875,0,0
classical_real_market,Classical real-market,recent_cross_asset,Yahoo recent GSPC/BTC/BTC futures,Naive momentum,0.8339850438074163,0.0,0.6533207056801791,0.0657217478650245,0.010967412014854405,-0.056238457991128143,0.6896551724137931,0,17
classical_real_market,Classical real-market,recent_cross_asset,Yahoo recent GSPC/BTC/BTC futures,Mean reversion,0.7479010119613771,0.0,0.7709294672639357,0.04721526457542691,0.020798007568772814,-0.01546377938267729,0.8,0,29
classical_real_market,Classical real-market,recent_cross_asset,Yahoo recent GSPC/BTC/BTC futures,Risk parity,0.9090909090909092,0.7777777777777778,0.7589676878794821,0.13767370680245983,0.10445619791347771,-0.041412831711359566,0.8888888888888888,0,8
classical_real_market,Classical real-market,recent_cross_asset,Yahoo recent GSPC/BTC/BTC futures,Minimum variance,0.9090909090909092,0.02777777777777779,0.7592865442140782,0.12253922669057693,0.0863719053018086,-0.05455719995190811,0.8620689655172413,0,17
classical_real_market,Classical real-market,rates_drawdown,Yahoo 2022 rates drawdown,Naive momentum,0.08000000000000002,0.0,0.6825081348087639,-0.16733968270309318,-0.13849127879134115,-0.15379826076953995,0.6538461538461539,0,24
classical_real_market,Classical real-market,rates_drawdown,Yahoo 2022 rates drawdown,Mean reversion,1.0,0.0,0.6519122753650022,0.10557353538643799,-0.07118870247989106,-0.09843711773194863,0.7,0,23
classical_real_market,Classical real-market,rates_drawdown,Yahoo 2022 rates drawdown,Risk parity,0.3211146270502104,0.8611111111111112,0.7650910909950533,-0.0314854649975046,0.047678818917642474,-0.046742470278478776,0.8333333333333334,0,5
classical_real_market,Classical real-market,rates_drawdown,Yahoo 2022 rates drawdown,Minimum variance,0.7533087624248638,0.02777777777777779,0.7342142682818921,0.05467814697599671,0.03610149737074675,-0.05988608735050993,0.8214285714285714,0,15
